"Sample Collection Date","Site Name","County","PCR Pathogen Target","PCR Gene Target","Normalized Pathogen Concentration (gene copies/person/day)","Date/Time Updated"
2025-02-03,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-02-06,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUAV","InfA1 and InfA2 combined",1387022718.02964,2025-09-17 09:04:27.907552
2025-02-10,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUAV","InfA1 and InfA2 combined",71046683.4053675,2025-09-17 09:04:27.907552
2025-02-13,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUAV","InfA1 and InfA2 combined",380059652.366791,2025-09-17 09:04:27.907552
2025-02-20,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUAV","InfA1 and InfA2 combined",265484551.570328,2025-09-17 09:04:27.907552
2025-02-24,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-02-27,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUAV","InfA1 and InfA2 combined",365310105.961405,2025-09-17 09:04:27.907552
2025-03-03,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-03-06,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-03-10,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-03-13,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-03-17,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUAV","InfA1 and InfA2 combined",101820428.37463,2025-09-17 09:04:27.907552
2025-03-20,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-03-24,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-03-27,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-03-31,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-04-03,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-04-07,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-04-10,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-04-14,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-04-17,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-04-21,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-04-24,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-04-28,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-05-01,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-05-08,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-05-12,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-05-15,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-05-19,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-05-22,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-05-29,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-06-02,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-06-05,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-06-09,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-06-12,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-06-16,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-06-23,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-06-26,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-06-30,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-07-03,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-07-07,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-07-10,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-07-14,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-07-17,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-07-21,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-08-11,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-08-14,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-08-18,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-08-21,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-08-25,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-08-28,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-09-04,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-09-08,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2024-09-16,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-10-07,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-11-03,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-11-07,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-11-11,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-11-14,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-11-18,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-11-21,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-11-25,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-12-02,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-12-05,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-12-09,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-12-12,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-12-16,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-12-19,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-12-23,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-12-26,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-12-30,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-01-01,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-01-06,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-01-09,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-01-13,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-01-16,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-01-23,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-01-27,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-01-30,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-02-03,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-02-06,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-02-10,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-02-13,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-02-20,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-02-24,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-02-27,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-03-03,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-03-06,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-03-10,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-03-13,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-03-17,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-03-20,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-03-24,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-03-27,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-03-31,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-04-03,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",266758510.040568,2025-09-17 09:04:27.907552
2025-04-07,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-04-10,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-04-14,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-04-17,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-04-21,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-04-24,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-04-28,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-05-01,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-05-08,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-05-12,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-05-15,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-05-19,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-05-22,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-05-29,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-06-02,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-06-05,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-06-09,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-06-12,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-06-16,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-06-23,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-06-26,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-06-30,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-07-03,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-07-07,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-07-10,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-07-14,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-07-17,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-07-21,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-08-11,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-08-14,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-08-18,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-08-21,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-08-25,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-08-28,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-09-04,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-09-08,"Ellensburg Wastewater Treatment Facility","Kittitas","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-09-12,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",1277040527.13324,2025-09-17 09:04:27.907552
2024-09-16,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",451143621.51557,2025-09-17 09:04:27.907552
2024-09-19,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",697058707.300795,2025-09-17 09:04:27.907552
2024-09-23,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",102336359.010209,2025-09-17 09:04:27.907552
2024-09-26,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",414548097.912224,2025-09-17 09:04:27.907552
2024-09-30,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",194612504.181777,2025-09-17 09:04:27.907552
2024-10-03,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",302079034.641299,2025-09-17 09:04:27.907552
2024-10-07,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",0,2025-09-17 09:04:27.907552
2024-10-10,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",483261387.468274,2025-09-17 09:04:27.907552
2024-10-14,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",389702265.879222,2025-09-17 09:04:27.907552
2024-10-24,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",78057270.2770633,2025-09-17 09:04:27.907552
2024-11-03,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",81183202.9514558,2025-09-17 09:04:27.907552
2024-11-07,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",468951292.568958,2025-09-17 09:04:27.907552
2024-11-11,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",165819239.16489,2025-09-17 09:04:27.907552
2024-11-14,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",79787155.3492999,2025-09-17 09:04:27.907552
2024-11-18,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",0,2025-09-17 09:04:27.907552
2024-11-21,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",0,2025-09-17 09:04:27.907552
2024-11-25,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",0,2025-09-17 09:04:27.907552
2024-12-02,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",0,2025-09-17 09:04:27.907552
2024-12-05,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",0,2025-09-17 09:04:27.907552
2024-12-09,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",0,2025-09-17 09:04:27.907552
2024-12-12,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",79149829.2700548,2025-09-17 09:04:27.907552
2024-12-16,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",0,2025-09-17 09:04:27.907552
2024-12-19,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",0,2025-09-17 09:04:27.907552
2024-12-23,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",0,2025-09-17 09:04:27.907552
2024-12-26,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",0,2025-09-17 09:04:27.907552
2024-12-30,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",0,2025-09-17 09:04:27.907552
2025-01-01,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",394912211.47723,2025-09-17 09:04:27.907552
2025-01-06,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",0,2025-09-17 09:04:27.907552
2025-01-09,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",129164752.060335,2025-09-17 09:04:27.907552
2025-01-13,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",0,2025-09-17 09:04:27.907552
2025-01-16,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",282236775.952074,2025-09-17 09:04:27.907552
2025-01-23,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",98542751.3956549,2025-09-17 09:04:27.907552
2025-01-27,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",0,2025-09-17 09:04:27.907552
2025-01-30,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",379527593.47941,2025-09-17 09:04:27.907552
2025-02-03,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",0,2025-09-17 09:04:27.907552
2025-02-06,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",797976994.106926,2025-09-17 09:04:27.907552
2025-02-10,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",310575501.743464,2025-09-17 09:04:27.907552
2025-02-13,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",341934546.173257,2025-09-17 09:04:27.907552
2025-02-20,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",0,2025-09-17 09:04:27.907552
2025-02-24,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",456208412.847366,2025-09-17 09:04:27.907552
2025-02-27,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",626479569.775603,2025-09-17 09:04:27.907552
2025-03-03,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",628362239.684796,2025-09-17 09:04:27.907552
2025-03-06,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",0,2025-09-17 09:04:27.907552
2025-03-10,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",0,2025-09-17 09:04:27.907552
2025-03-13,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",109680783.351986,2025-09-17 09:04:27.907552
2025-03-17,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",101820428.37463,2025-09-17 09:04:27.907552
2025-03-20,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",845726504.496341,2025-09-17 09:04:27.907552
2025-03-24,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",542040367.60297,2025-09-17 09:04:27.907552
2025-03-27,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",82913088.0236924,2025-09-17 09:04:27.907552
2025-03-31,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",0,2025-09-17 09:04:27.907552
2025-04-03,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",97662634.4290784,2025-09-17 09:04:27.907552
2025-04-07,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",0,2025-09-17 09:04:27.907552
2025-04-10,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",0,2025-09-17 09:04:27.907552
2025-04-14,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",101122404.573552,2025-09-17 09:04:27.907552
2025-04-17,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",0,2025-09-17 09:04:27.907552
2025-04-21,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",0,2025-09-17 09:04:27.907552
2025-04-24,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",276373722.867144,2025-09-17 09:04:27.907552
2025-04-28,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",0,2025-09-17 09:04:27.907552
2025-05-01,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",454021387.218697,2025-09-17 09:04:27.907552
2025-05-08,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",0,2025-09-17 09:04:27.907552
2025-05-12,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",0,2025-09-17 09:04:27.907552
2025-05-15,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",771538800.697154,2025-09-17 09:04:27.907552
2025-05-19,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",378106919.944396,2025-09-17 09:04:27.907552
2025-05-22,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",0,2025-09-17 09:04:27.907552
2025-05-29,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",0,2025-09-17 09:04:27.907552
2025-06-02,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",0,2025-09-17 09:04:27.907552
2025-06-05,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",0,2025-09-17 09:04:27.907552
2025-06-09,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",664669188.976342,2025-09-17 09:04:27.907552
2025-06-12,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",390113969.855311,2025-09-17 09:04:27.907552
2025-06-16,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",114142065.906701,2025-09-17 09:04:27.907552
2025-06-23,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",120758117.586483,2025-09-17 09:04:27.907552
2025-06-26,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",343078438.096713,2025-09-17 09:04:27.907552
2025-06-30,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",1191538594.56234,2025-09-17 09:04:27.907552
2025-07-03,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",125492539.889447,2025-09-17 09:04:27.907552
2025-07-07,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",303655094.344205,2025-09-17 09:04:27.907552
2025-07-10,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",241239800.405533,2025-09-17 09:04:27.907552
2025-07-14,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",520336249.652037,2025-09-17 09:04:27.907552
2025-07-17,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",354669101.635854,2025-09-17 09:04:27.907552
2025-07-21,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",291029968.202969,2025-09-17 09:04:27.907552
2025-08-11,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",272535805.395385,2025-09-17 09:04:27.907552
2025-08-14,"Ellensburg Wastewater Treatment Facility","Kittitas","sars-cov-2","n",468180041.128618,2025-09-17 09:04:27.907552
